POMMES DE TERRE ;TOMATES ;OIGNONS;AILS ;MELONS PASTEQUES ;CAROTTES;PIMENTS ;POIVRONS ;CONCOMBRES;COURGETTES ;AUBERGINES ;ARTICHAUTS;CHOUX VERTS ;CHOUX FLEURS ;NAVETS;FEVES VERTES ;HARICOTS VERTS ;PETITS POIS;AUTRES LEGUMES;Total;BLE DUR ;BLE TENDRE;ORGE ;AVOINE;TRITICALE ;Mais;Sorgho;Tomates indus;Tabac;Arachides;Autres;Feves feveroles;Pois secs;Lentilles;Pois chiches;Haricots secs;Gesses & guerfalas
50202499;14778786;16137298;2233113;22068666;4195344;3082823;3668857;1660456;4201354;1841457;1196363;1164265;2054395;1499067;2984837;950226;2000258;10780353;446880;32087678;6681084;16477463;1013052;626;63683;9271;16492150;151646;126022;408362;552729;121250;265242;403699;17894;1480
