POMMES DE TERRE ;TOMATES ;OIGNONS;AILS ;MELONS PASTEQUES ;CAROTTES;PIMENTS ;POIVRONS ;CONCOMBRES;COURGETTES ;AUBERGINES ;ARTICHAUTS;CHOUX VERTS ;CHOUX FLEURS ;NAVETS;FEVES VERTES ;HARICOTS VERTS ;PETITS POIS;AUTRES LEGUMES;Total;BLE DUR ;BLE TENDRE;ORGE ;AVOINE;TRITICALE ;Mais;Sorgho;Tomates indus;Tabac;Arachides;Autres;Feves feveroles;Pois secs;Lentilles;Pois chiches;Haricots secs;Gesses & guerfalas
4;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;1;0;3;3;3;2;2;2;2;3;1;2;1;1;2;2;2;2;1
